"geography_code","supergroup_code","group_code","supergroup_name","group_name"
"E01023277",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023282",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023220",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023222",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023272",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023273",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023245",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023271",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01032859",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023231",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023232",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023233",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023987",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023988",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024041",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01032812",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023985",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023989",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024033",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024035",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023999",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032811",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032820",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032821",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01023996",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024004",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032816",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024006",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024008",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032818",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032819",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024014",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024015",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024034",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023978",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023979",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024032",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024036",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024031",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024038",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024039",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01032814",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024009",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024010",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024011",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024012",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024024",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023997",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01023998",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024026",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024094",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024098",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024064",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024117",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024056",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024057",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024058",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024114",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024115",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024074",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024076",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024077",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024055",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024063",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024116",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024062",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024105",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024107",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024109",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024084",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024085",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024087",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024112",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024067",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024068",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024123",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032809",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024100",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024102",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024045",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024053",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024054",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024127",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024042",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024043",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024088",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024089",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024144",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024145",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024146",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024147",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024133",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024139",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024150",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024151",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024153",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024188",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024175",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024157",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024159",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024160",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024206",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024207",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024209",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024242",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024245",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024221",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024201",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024200",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024203",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024205",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024255",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024232",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024236",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024237",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024253",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024233",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024256",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01033210",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024234",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024259",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024297",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024298",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024316",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024319",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024265",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024267",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024300",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024301",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024268",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024269",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024270",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024271",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024272",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024273",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024274",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024275",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024302",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024333",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024334",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024335",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024338",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024347",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024353",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024385",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024386",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024320",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024321",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024322",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024323",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024341",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024330",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024336",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024337",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024348",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024326",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024328",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024329",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024369",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024362",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024363",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024387",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024331",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024394",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024402",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024404",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024325",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024346",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024378",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024332",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024350",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024375",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024343",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024344",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024376",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024365",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024366",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024411",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024345",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024379",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024380",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024406",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024407",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024408",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024409",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024445",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024446",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024479",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024474",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024441",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024442",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024443",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024431",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024433",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024435",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024438",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024439",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024440",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024452",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024449",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024450",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024453",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024454",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024416",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024418",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024424",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024463",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024464",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024467",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024458",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024459",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024462",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024470",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024417",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024419",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024484",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024426",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024430",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024420",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024451",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024455",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024456",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024415",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032619",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024490",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024544",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024545",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024542",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01033213",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01033214",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024511",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024516",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024519",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024523",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024526",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024527",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024550",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024489",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024530",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024536",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024546",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024548",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024549",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024538",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024540",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024533",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024588",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024589",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01032655",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024572",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024575",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024554",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024632",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024628",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024629",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024631",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032735",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024603",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024626",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024625",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024565",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024566",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024555",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024556",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024558",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024655",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024675",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024637",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024635",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024642",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024644",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024708",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024703",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024650",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024652",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024720",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024721",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024722",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024765",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024782",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024718",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024735",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024723",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024724",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024725",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024755",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024746",3,3.1,"3 Rurban Comfortable Ageing","3.1 Rural Comfortable Ageing"
"E01024760",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01024781",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
"E01032826",3,3.2,"3 Rurban Comfortable Ageing","3.2 Ageing in the Affluent Fringe"
